AtGeneID,At_RT_35S,At_RT_V,At_RT_EN,At_MZ,At_EP,At_PH,At_MCO,At_COR
AT2G30170,45.86,58.64,59.74,51.72,61.14,60.33,62.11,41.21
AT2G30200,346.77,552.87,468.66,693.02,544.05,703.63,779.23,531.12
AT2G30210,339.27,347.86,2646.57,274.07,263.76,402.72,395.17,109.71
AT2G30250,53.91,64.88,71,39.4,44.66,42.82,41.8,71.48
AT2G30260,507.1,373.51,360.23,307.09,326.23,345.23,377.05,190.45
AT2G30270,100.17,117.47,108.14,58.36,79.24,92.84,70.53,72.43
AT2G30280,73.02,78.66,80.79,189.74,122.75,165.35,141.64,90.03
AT2G30320,37.8,52.89,59.34,67.41,71.79,64.99,86.25,52.43
AT2G30330,28.17,30.06,23.51,45.16,45.81,38.06,56.91,40.92
AT2G30340,140.51,218.06,148.1,55.51,374.02,190.21,259.5,78.51
AT2G30350,63.47,61.86,90.77,81.99,75.37,74.96,77.66,84.65
AT2G30360,323.96,530.92,643.57,255.45,266.02,278.21,620.04,393.99
AT2G30390,349.35,311.36,227.94,285.08,257.86,233.33,127.22,207.42
AT2G30400,74.28,64.46,25.31,68.57,33.09,23.63,33.89,24.88
AT2G30410,855.56,645.47,489.78,1779.36,1104.83,1397.84,1462.01,1104.52
AT2G30420,25.93,22.74,22.37,18.16,20.54,19.34,17.41,17.97
AT2G30460,102.78,123.8,138.24,113.48,102.02,127.69,137.52,98.48
AT2G30470,25.08,25.6,23.47,54.67,43.93,40.51,61.75,64.07
AT2G30480,23.56,21.81,29.98,25.65,25.52,28.36,27.28,23.44
AT2G30490,2770.35,4270.43,5272.13,3498.93,3326.61,3976.79,4325.5,3622.52
AT2G30500,108.41,413.76,158.01,332.09,676.55,416.29,587.09,1270.99
AT2G30510,232.94,367.56,292.49,561.47,476.25,413.81,580.61,1853.79
AT2G30520,44.54,43.83,40.04,30.7,28.92,35.54,38.39,69.99
AT2G30530,336.67,361.51,303.78,280.11,283.34,289.3,373.77,317.84
AT2G30540,88.89,42.11,43.51,177.37,675.07,2027.11,80.97,104.7
AT2G30550,790.27,867.82,705.98,317.92,355.47,300.57,470.14,268.82
AT2G30560,71.47,68.29,63.24,55.2,55.82,57.86,54.01,53.96
AT2G30570,129.67,79.59,52.12,248.34,516.17,147.11,257.97,286.94
AT2G30580,101.99,139.34,138.94,94.18,105.35,121.51,150.57,93.46
AT2G30590,239.26,200.67,132.81,235.05,151.17,199.44,94.64,142.26
AT2G30600,115.07,94.43,105.45,90.42,87.35,92.06,98.58,124.44
AT2G30610,1003.57,1506.37,1592.57,366,577.96,468.03,670.57,532.37
AT2G30620,1115.1,1330.59,825.77,2693.62,1564.9,1448.57,1405.39,2145.73
AT2G30640,97.35,96.02,84.15,42.11,39.34,46.87,42.2,38.22
AT2G30670,34.71,36.18,35.19,18.14,18.95,20.88,18.21,23.75
AT2G30690,18.81,18.93,18.64,16.85,16.57,16.01,17.31,17.37
AT2G30695,30.82,29.96,31.51,26.65,28.77,27.43,27.97,22.15
AT2G30710,1013.07,705.89,692.28,771.71,357.52,470.13,427.55,525.42
AT2G30740,603.19,1139.14,1337.08,469.52,842.65,645.72,691.75,676.57
AT2G30750,18.64,18.48,25.1,25.68,20.05,19.32,21.44,19.33
AT2G30790,24.86,25.91,24.1,24.35,27.46,25.57,24.48,25.93
AT2G30800,140.99,133.38,310.61,115.97,87.41,92.24,109.67,97.56
AT2G30820,82.33,57.25,34.63,35.93,28.31,24.47,25.4,21.49
AT2G30840,228.07,380.19,382.86,200.65,491.91,329.92,526.78,644.98
AT2G30860,24095.95,18207.09,13078.07,29554.61,20304.9,17911.1,22131.26,20036.93
AT2G30870,4751.22,6417.5,3947.13,9861.15,6536.48,7599.04,4812.69,11153.78
AT2G30890,30.36,38.5,27.76,22.07,21.71,24.56,25.91,21.4
AT2G30910,82.19,86.43,88.38,75.27,66.86,79.64,64.84,86.66
AT2G30920,144.58,110.03,101.05,205.42,149.43,162.92,123.94,177.68
AT2G30930,642.61,991.91,877.65,361.54,616.15,551.95,1416.38,607.83
AT2G30950,1797.73,1292.41,2218.96,1000.68,836.4,1093.99,711.64,1737.74
AT2G30960,100.36,62.58,33.93,257.23,116.94,103.73,97.6,76.79
AT2G30970,565.83,562.4,1331.72,1129.87,721.17,1160.36,1307.62,1085.95
AT2G30980,926.98,592.57,958.11,734.2,643.46,853.65,784.95,571.61
AT2G30990,191.9,117.47,144.15,128.6,162.17,254.62,179.85,354.39
AT2G31010,35.44,38.83,44.49,39.99,41.98,39.44,68.89,43.82
AT2G31030,40.02,56.84,39.74,77.15,138.7,104.88,142.77,199.04
AT2G31040,507.57,568.68,472.98,317.14,406.56,386.79,388.21,348.42
AT2G31060,197.12,185.98,206.51,224.14,212.27,227.75,231.5,257.56
AT2G31070,33.36,34.72,36.67,34.02,32.85,30.19,29.1,30.44
AT2G31090,886.2,581.18,565.41,1686.69,1705.4,1037.59,1553.64,2492.71
AT2G31110,477.66,467.79,451.39,467.71,350.96,324.22,513.62,517.9
AT2G31130,134.15,101.83,77.38,165.17,136.63,156.64,131.44,195.96
AT2G31150,20.86,22.81,19.89,16.51,18.01,18.86,19.93,17.81
AT2G31160,22.78,23.32,23.08,25.64,39.76,25.33,25.51,30.07
AT2G31170,33.41,35.6,37.39,31.51,36.28,32.91,37.75,26.78
AT2G31180,47.64,46.48,34.98,113.77,121.21,56.64,89.93,66.73
AT2G31190,117.42,105.9,126.78,142.6,152.08,133.94,145.95,109.17
AT2G31200,797.24,323.81,175.55,2044.1,3393.96,5791.32,1099.22,1007.66
AT2G31240,326.11,231.9,374.55,309.09,251.61,381.38,293.58,294.85
AT2G31260,157.19,172.4,168.5,82.83,107.17,96.01,161.78,107.28
AT2G31270,133.6,108.89,116.08,99.13,81.45,71.96,69.33,52.61
AT2G31290,36.99,34.66,37.03,38.45,33.77,41.39,44.05,42.82
AT2G31305,23.44,27.44,18.87,45.33,52.97,49.06,53.67,48.08
AT2G31320,157.26,103.3,249.6,147.64,118.46,133.33,96.07,78.07
AT2G31330,50.72,35.16,56.5,37.28,29.13,36.89,30.97,41.79
AT2G31340,35.76,29.05,48.03,24.49,31.95,29.13,51.46,26.91
AT2G31350,712.45,886.49,1605.91,529.88,652.4,815.14,792.22,755.71
AT2G31360,751.21,645.34,943.81,1875.9,1616.39,2842.82,1351.48,1405.13
AT2G31370,208.31,164.83,255.24,187.04,148.9,245.99,162.76,195.49
AT2G31380,76.37,62.86,53.96,47.42,59.86,86.75,33.08,63.45
AT2G31390,8149.34,6719.71,5851.65,5602.18,4139.73,6919.94,4468,5501.01
AT2G31400,2233.62,2221.52,2620.91,888.94,772.31,662.35,963.57,1083.22
AT2G31410,80.4,124.77,82.3,123.15,143.59,106.63,142.31,78.01
AT2G31440,480.67,429.19,356.53,323.31,243.66,242.76,291.46,295.13
AT2G31450,162.81,131.54,145.7,171.42,190.66,178.75,260.37,113.12
AT2G31490,830.44,1062.51,749.11,2237.61,3269.23,2265.65,3044.58,2913.35
AT2G31510,809.86,651.92,1053.23,611.89,860.85,952.96,812.41,610.11
AT2G31530,148.54,135.37,205.27,108.07,131.46,116.44,142.7,106.21
AT2G31550,86.6,85.61,91.93,43.64,42.13,77.05,101.43,56.7
AT2G31570,1481.08,1857.63,1632.59,2376.99,3716.56,2485.65,4692.07,6357
AT2G31610,2021.11,3058.55,3612.46,3230.43,2276.02,2457.58,2973.14,2001.81
AT2G31660,78.76,98.09,91.96,173.95,132.99,114.14,114.48,171.64
AT2G31670,1007.27,2503.91,1612.04,1693.04,1799.58,1795.6,1249.28,1007.02
AT2G31680,180.68,304.13,221.87,207.37,206.96,204.39,216.59,284.29
AT2G31710,100.67,149.44,112.59,318.94,308.51,229.29,338.3,351.83
AT2G31725,30.59,32.03,44.54,70.3,66.82,43.59,66.67,23.56
AT2G31730,96.54,98.68,180.65,55.8,98.28,74.21,129.61,130.33
AT2G31740,340.68,340.47,358.43,309.65,326.42,263.53,239.89,317.81
AT2G31750,102.79,180.2,173.42,434.64,388.16,323.42,320.42,939.26
AT2G31790,768.16,522.15,235.47,1792.82,1059.03,556.91,1037.28,276.66
AT2G31800,339.42,156.92,225.47,322.05,311.88,193.23,323.63,772.91
AT2G31810,998.58,720.28,1197.99,756.2,518.35,546.17,752.06,832.31
AT2G31820,601.28,422.63,450.39,663.09,533.15,671.33,511.97,588.61
AT2G31830,46.02,45.04,40.52,28.3,33.67,35.76,34.04,31.29
AT2G31840,185.74,114.26,108.08,184.05,152.84,115.55,121,222.41
AT2G31870,90.36,119.07,87.71,55.7,65.15,74.25,56.86,60.95
AT2G31880,184.04,181.48,376.54,276.6,241.09,189.31,260.83,836.68
AT2G31890,237.55,190.86,209.98,233.24,187.11,180.44,178.26,185.24
AT2G31900,115.32,116.6,174.57,118.89,115.74,108.63,95.34,40.47
AT2G31940,25.44,48.22,39.29,25.96,28.46,23.23,25.19,30.83
AT2G31945,39.36,56.41,48.13,26.17,49.46,48.16,58.74,55.24
AT2G31950,475.13,308.74,339.68,390.7,269.64,319.81,236.48,591.63
AT2G31960,565.91,505.18,983.59,406.65,637.91,1336.33,473.11,473.14
AT2G31970,74.29,63.86,98.74,107.19,152.04,105.91,117.77,90.17
AT2G31980,91.4,81.5,41.05,98.11,62.03,50.67,70.53,55.55
AT2G31990,74.5,76.73,129.7,98.7,276.53,264.41,237.25,266.27
AT2G32000,298.13,465.97,642.56,129.78,180.16,149.87,204.52,120.34
AT2G32010,42.29,36.59,27.03,49.05,33.93,32.79,32.82,26.24
AT2G32020,26.16,25.07,21.07,68.64,57.26,55.25,60.75,67.13
AT2G32030,30.13,27.8,26.62,39.99,37.71,35.91,56.17,57.2
AT2G32040,387.09,528.36,584.2,279.85,295.33,324.91,383.2,280.06
AT2G32060,1727.61,2063.27,1220.56,5120.09,2858.22,3315.92,5389.12,2670.27
AT2G32070,286.67,331.43,255.51,808,723.54,848.16,809.07,404.55
AT2G32080,279.18,229.72,299.51,886.33,559.45,768.93,603.47,1215.81
AT2G32090,119.42,160.14,83.54,339.97,440.16,482.03,288.96,328.84
AT2G32100,121.54,155.43,78.15,59.82,102.68,69.63,134.27,51.04
AT2G32120,194.53,139.64,66.78,479.29,311.82,391.68,182.75,281.76
AT2G32150,1016.63,1030.36,1083.13,597.72,417.8,428.17,509.13,899.15
AT2G32170,516.22,483.17,418.31,868.32,612.14,709.24,840.17,649.03
AT2G32190,29.83,31.72,24.94,31.77,33.14,28.88,24.49,15.89
AT2G32210,16.53,15.67,14.51,18.75,29.02,31.26,20.34,16.64
AT2G32220,123.45,154.57,162.19,150.66,228.25,102.01,284.02,97.52
AT2G32240,1126.53,1458.7,1667.08,744.6,802.33,817.24,885.28,1248.63
AT2G32250,50.36,40.15,62.88,74.1,54.85,46.45,113.22,52.16
AT2G32260,218.2,176.94,156.55,762.83,488.77,536.33,474.33,770.47
AT2G32270,254,561.79,401.38,198.25,455.48,278.09,505.31,643.48
AT2G32280,1001.56,450.32,297.36,601.2,311.48,272.01,225.14,208.22
AT2G32290,20.13,19.37,19.19,19.12,18.57,19.64,18.15,19.33
AT2G32300,106.82,128.71,580.87,89.12,82.54,107.19,73.63,43.46
AT2G32330,115.93,136.39,144.77,134.75,154.81,142.86,212.38,153.65
AT2G32340,56.31,81.96,79.41,51.79,105.33,114.93,113.58,67.89
AT2G32380,89.77,90.1,91.85,268.31,206.85,158.31,218.75,396.2
AT2G32390,47.84,73.56,120.31,27.65,33.14,33.48,35.94,58.4
AT2G32400,48.49,73.19,54.68,44.79,38.7,44,41.92,39.63
AT2G32410,46.09,44.11,46.06,41.85,33.94,41.29,34.3,37.33
AT2G32430,149.64,106.27,217.79,347.87,223.45,277.1,248.05,339.14
AT2G32440,96.61,58.51,168.82,55.89,69.41,49.44,66.76,42.41
AT2G32450,124.14,54.78,77.55,230.37,138.57,144.78,128.59,346.58
AT2G32480,672.25,725.78,602.41,750.36,821.83,775.83,1076.69,991.88
AT2G32490,27.64,37.31,34.1,25.97,24.92,27.42,41.92,27.47
AT2G32500,62.82,59.35,50.9,37.58,41.88,31.09,39.26,22.81
AT2G32510,136.05,160.18,109.31,145.9,127.11,109.93,151.14,167.34
AT2G32520,1710.91,1201.99,971.35,2457.02,1647.7,2326.29,1404.16,3536.66
AT2G32540,27.54,24.11,35,14.77,19.76,22.67,16.75,37.09
AT2G32560,69.64,67.92,74.13,64.01,53.23,48.63,50.89,37.69
AT2G32570,11.48,12.89,11.58,14.99,13.91,13.38,13.17,12.33
AT2G32580,284.7,203.41,127.43,564.61,429.4,610.17,244.08,436.8
AT2G32590,441.99,222.19,156.12,186.06,161.63,74.15,137.3,67.06
AT2G32600,226.84,173.5,261.98,230.58,183.75,218.13,195.38,134.65
AT2G32610,397.08,380.31,353.84,228.4,150.48,146.32,215.08,148.15
AT2G32620,396.61,159.97,219.21,150.74,45.75,46.11,47.96,29.34
AT2G32640,26.84,25.24,31.32,20.33,25.17,22.29,21.56,21.75
AT2G32650,79.28,69.29,51.95,176.5,156.78,124.02,156.57,72.13
AT2G32660,22.32,24.94,28.09,23.41,26.48,19.96,25.17,30.48
