X,MCO,EN,V,MZ,QC,X35S,MUSuniq
Os12g0641500,18.45771906,21.56297046,19.29999116,17.76637699,21.00729802,20.35098957,LOC_Os12g44390
Os12g0641400,20.62042254,25.33093665,27.13572097,42.30700424,39.07684355,45.34768393,LOC_Os12g44380
Os12g0641300,2.705248478,6.206550673,3.616084682,7.101465647,1.922866453,18.42920977,LOC_Os12g44370
Os12g0641100,52.46316627,50.29939065,44.48960377,32.30302909,17.22760295,44.70938552,LOC_Os12g44360
Os12g0640900,18.17824322,16.02442843,21.73621303,17.8022278,38.2198506,12.05249595,LOC_Os12g44340
Os12g0640800,106.265294,100.8707007,46.0964514,59.17402196,28.36695107,15.46388279,LOC_Os12g44330
Os12g0640700,8.079620877,8.073815956,4.98988238,9.440355788,4.917483513,5.591184449,LOC_Os12g44320
Os12g0640600,15.41491462,16.61291866,14.37466674,27.1806865,22.13585613,64.65938392,LOC_Os12g44310
Os12g0639800,3.485171665,4.825633346,3.225157766,6.727715743,1.186045513,14.04733289,LOC_Os12g44250
Os12g0639700,18.24153744,21.45081204,22.00629396,7.838653241,11.97625062,7.505885034,LOC_Os12g44240
Os12g0639600,11.78042123,8.346431709,8.633322063,26.39568285,7.410980805,51.62761354,LOC_Os12g44230
Os12g0639500,2.572390552,1.13651476,1.015485498,5.317975697,0.788086453,14.19840832,LOC_Os12g44220
Os12g0639200,9.147297324,11.93606546,5.286581613,26.27745563,2.902941715,22.68107404,LOC_Os12g44190
Os12g0639100,4.274969433,6.582373943,8.619350262,7.886069818,11.38679936,10.21666764,LOC_Os12g44180
Os12g0638900,5.488718571,6.347285274,5.582445183,7.241544257,7.54149221,6.362520361,LOC_Os12g44170
Os12g0638800,2.592788066,2.138217432,2.257889172,0.584357732,1.079607248,0.543568197,LOC_Os12g44160
Os12g0638700,42.21307614,39.80655249,42.43413352,55.66977386,86.73533079,32.6394342,LOC_Os12g44150
Os12g0638600,6.771348921,5.625370569,4.493035426,8.408074974,7.94435392,8.525770342,LOC_Os12g44140
Os12g0638400,1.399314593,2.103231221,0.747069899,2.549088088,3.093036161,1.383401306,LOC_Os12g44130
Os12g0638300,0.592911101,0.513126738,0.134602136,1.139331035,1.536918787,3.262079663,LOC_Os12g44110
Os12g0638100,4.677629352,3.590030733,4.389998822,4.701179201,19.73421839,0.92801866,LOC_Os12g44090
Os12g0637700,1.971235196,0.659755529,1.20749603,4.818427701,3.255283966,4.8719943,LOC_Os12g44060
Os12g0637300,5.384336085,6.643444477,4.393486773,0.688534705,1.354246548,0.459418769,LOC_Os12g44040
Os12g0637200,0.359798533,2.67236898,2.29214108,0.9458486,0.680908168,2.002097369,LOC_Os12g44030
Os12g0637100,21.00220013,20.89255389,20.32666186,61.14331056,8.87626623,84.90567723,LOC_Os12g44020
Os12g0636800,18.63744889,24.06852733,27.19278383,22.89204692,11.24528324,30.66598719,LOC_Os12g44000
Os12g0636400,8.27769557,6.001639989,9.615989137,8.299815849,2.409394949,10.75477411,LOC_Os12g43970
Os12g0636200,45.71779451,50.85959965,41.80666887,39.01192959,28.70408652,64.93395546,LOC_Os12g43950
Os12g0636000,6.475550173,6.173546057,9.404365853,13.61401124,16.2628696,20.22966835,LOC_Os12g43930
Os12g0635700,0.681476676,0.612289871,0.946157049,1.643319998,0.630446474,3.764738742,LOC_Os12g43890
Os12g0635500,2.529669849,6.981162757,1.895459535,2.810651992,1.411515607,11.47573552,LOC_Os12g43880
Os12g0634800,3.590971779,2.879561991,5.319429684,7.278607036,5.395263906,3.035421833,LOC_Os12g43830
Os12g0634500,1.080780863,3.059400644,3.884779946,2.598696158,1.487643466,3.450588529,LOC_Os12g43790
Os12g0634000,1.084714528,4.596843535,0.692184355,6.036204318,0.674321357,10.32198232,LOC_Os12g43750
Os12g0633700,9.59383585,8.970644553,8.280390338,0.771983743,1.608686982,0.238675822,LOC_Os12g43730
Os12g0633600,1.219217985,1.117641867,1.535617954,0.578099758,4.879046236,0.349739054,LOC_Os12g43720
Os12g0633200,10.11334189,11.17086247,9.907844984,11.47421519,9.605580719,1.639214076,LOC_Os12g43670
Os12g0632900,1.789973484,2.019399937,0.918196076,3.889504713,0.704832669,8.544738977,LOC_Os12g43660
Os12g0632800,4.40476303,3.210980165,3.179246773,9.04509859,2.036001875,21.0916547,LOC_Os12g43640
Os12g0632700,47.79220707,52.8319661,55.0955763,159.4571942,71.56391744,176.019048,LOC_Os12g43630
Os12g0632600,48.21054081,41.16237829,27.38987476,29.25824278,10.26834728,17.91955746,LOC_Os12g43620
Os12g0632000,1902.743079,1991.082184,1831.713945,1011.289431,1121.480379,1441.192222,LOC_Os12g43600
Os12g0631800,5.194159212,8.852924914,8.258763172,8.434275285,8.655579542,5.273779217,LOC_Os12g43590
Os12g0631600,5.352453647,4.028383804,4.151548315,6.936687231,1.280045276,12.79834271,LOC_Os12g43580
Os12g0631200,24.58693013,28.51533807,29.42220827,13.36290523,21.65602479,9.960758745,LOC_Os12g43560
Os12g0631100,17.89663742,14.96916036,20.39571479,71.3388207,56.51012206,75.72154215,LOC_Os12g43550
Os12g0630800,0,1.693900863,1.137454805,1.345438204,0.58140272,6.423620173,LOC_Os12g43530
Os12g0630700,34.2322793,44.35664404,38.94544374,9.527339361,15.26946713,11.92386918,LOC_Os12g43520
Os12g0630600,39.81861801,51.78675935,33.98925363,24.58772015,24.78917919,29.23028223,LOC_Os12g43510
Os12g0630500,7.224214043,10.42425538,9.655839093,48.20069935,14.195934,153.605963,LOC_Os12g43490
Os12g0630100,0.640668166,1.148169403,0,2.665768016,0.377627072,14.98075327,LOC_Os12g43440
Os12g0628600,19.77873065,18.83831669,18.34089345,82.32396092,8.199702773,1411.212283,LOC_Os12g43380
Os12g0628500,21.7651288,23.16653629,25.6939911,47.94155623,48.64641999,52.82794627,LOC_Os12g43370
Os12g0628400,4.121280229,2.75625343,6.645640948,9.708829075,4.780610995,0.827347852,LOC_Os12g43363
Os12g0628300,8.985675604,6.738514887,4.365911156,2.817643858,6.002108106,1.623812056,LOC_Os12g43350
Os12g0628100,1.478785763,2.029378285,4.623549258,5.422258946,0.822185704,4.820726992,LOC_Os12g43340
Os12g0626400,11.26764331,10.17097146,7.217829194,6.854070888,6.861454926,17.37265525,LOC_Os12g43130
Os12g0626300,2.004096656,3.189249699,1.691278297,1.647133431,2.578351838,1.325166783,LOC_Os12g43120
Os12g0626200,0,0.603984,2.150085486,0.2634461,0,0.200604992,LOC_Os12g43110
Os12g0626100,9.713662199,11.3167362,6.996268974,5.112313491,6.181412185,4.414086625,LOC_Os12g43100
Os12g0625200,8.885037595,5.523286258,5.709423721,0.867862759,2.137496018,0.747162914,LOC_Os12g43000
Os12g0625000,137.1710333,99.11047314,125.2926745,381.909955,79.33506131,377.2439635,LOC_Os12g42980
Os12g0624900,3.081783957,2.379065865,3.931181294,5.160055568,6.721324292,2.268115221,LOC_Os12g42970
Os12g0624000,119.2399429,111.4871387,123.3166839,304.3388836,802.9618886,176.9509544,LOC_Os12g42884
Os12g0623900,302.0402607,288.6510944,298.611282,556.9291229,1309.169712,322.586297,LOC_Os12g42876
Os12g0623800,2.797118606,2.762730276,6.166538133,2.377140155,5.690936083,2.776760335,LOC_Os12g42870
Os12g0623600,11.55967988,14.18790017,14.00443525,15.87596403,9.142621825,25.50958966,LOC_Os12g42860
Os12g0623500,50.70369966,53.71623066,50.21298823,103.738964,60.27083296,162.2443722,LOC_Os12g42850
Os12g0623400,2.218467277,1.529029941,0.896519469,2.434953669,3.750948598,0.454932611,LOC_Os12g42840
Os12g0622900,1.424586908,0.818933479,1.299497495,1.615363348,5.746946474,2.047131533,LOC_Os12g42810
Os12g0622500,3.499559348,3.583985066,2.785734764,9.274843556,10.78660991,5.579422373,LOC_Os12g42760
Os12g0622200,8.118280258,8.328801378,8.675328857,1.432841641,3.256775174,0.394376824,LOC_Os12g42739
Os12g0621900,6.260121412,4.884087279,8.514413222,17.10821202,18.98083158,16.45347237,LOC_Os12g42730
Os12g0621700,3.914525987,3.422500557,3.441687277,5.344047178,6.818675635,0.815918521,LOC_Os12g42700
Os12g0621500,1.715546596,2.282759184,1.38308643,0.585812723,0.315677934,0.38031749,LOC_Os12g42660
Os12g0621300,5.606291526,3.40816448,4.495662507,1.997745428,1.707699759,0.503717713,LOC_Os12g42630
Os12g0621100,0,0.494216073,0,0.037801285,0,4.397252843,LOC_Os12g42610
Os12g0621000,4.623421932,2.491719467,4.204464894,2.853037689,4.161796583,1.659006128,LOC_Os12g42600
Os12g0620600,4.390797888,4.523581229,2.49E-09,6.88272584,3.445598745,5.450495318,LOC_Os12g42570
Os12g0620400,38.01488346,32.5042885,38.0822447,101.9825458,80.42280417,124.1976382,LOC_Os12g42550
Os12g0620000,2.662861682,3.532509439,2.265274397,0.893072741,0.913831414,0.980909676,LOC_Os12g42520
Os12g0619000,5.105994216,4.921406948,4.710939368,8.524495128,8.212708565,5.854187811,LOC_Os12g42430
Os12g0618800,23.06862741,19.52499974,21.90738911,14.86231203,16.28228452,15.04518421,LOC_Os12g42420
Os12g0618600,14.29718625,20.04119553,20.13863994,4.342094777,5.746644356,9.18945683,LOC_Os12g42400
Os12g0618400,29.467717,28.36566506,26.92537541,6.990805251,9.933635209,4.355703561,LOC_Os12g42380
Os12g0618300,5.823482704,4.504908706,3.532555845,5.940003688,7.130061083,8.691655529,LOC_Os12g42370
Os12g0617900,21.54371263,33.87603985,38.62323473,20.59688851,24.36960634,19.53460886,LOC_Os12g42310
Os12g0617800,9.18502993,8.512349142,9.508600195,3.794651794,4.347573182,8.362852818,LOC_Os12g42300
Os12g0617100,3.230329403,1.827199004,3.665377328,1.493799296,1.893928388,2.100851711,LOC_Os12g42260
Os12g0617000,5.987630466,7.114850365,4.417708573,1.430396639,0.665748212,0.589396227,LOC_Os12g42250
Os12g0616900,17.63588676,20.74356415,25.53376509,43.35711355,35.39049232,20.2826585,LOC_Os12g42230
Os12g0616800,0,0,0,0.31360378,0.048051684,2.158686294,LOC_Os12g42220
Os12g0616600,0.354326947,0.427622343,1.128643208,1.083438016,0.817493332,6.555576972,LOC_Os12g42210
Os12g0616500,7.226318171,5.037308395,4.734414891,27.0591377,1.529450384,21.44904465,LOC_Os12g42200
Os12g0616400,0.629082373,1.524800235,2.196711641,2.668769469,1.296146575,0.893873908,LOC_Os12g42190
Os12g0616200,23.15256305,33.06465074,21.0828764,43.93339753,46.71693514,24.21559003,LOC_Os12g42180
Os12g0616000,3.686736692,4.081885654,3.95104612,2.782256125,4.532897965,0.613278288,LOC_Os12g42160
Os12g0615900,5.97851782,3.895534115,4.479173512,8.079101507,6.971851736,5.927353341,LOC_Os12g42150
Os12g0615800,6.557262429,6.26726761,4.854448728,7.630430224,8.71495323,7.744778746,LOC_Os12g42140
Os12g0615700,1.196407785,3.070404535,1.274548963,0.825728963,1.541636705,0.294984089,LOC_Os12g42130
Os12g0615500,5.944983694,7.141914969,5.803609529,6.061004264,6.677475204,5.766800989,LOC_Os12g42100
Os12g0615400,16.69716241,16.95226796,13.25405428,39.21089184,30.99830887,55.20307973,LOC_Os12g42090
Os12g0615300,3.789861371,2.02488024,3.944855197,0.569183242,0.670088587,0.284660767,LOC_Os12g42070
Os12g0614900,1.917670229,2.055823298,1.518173482,0.265391343,0.644921083,0.131825446,LOC_Os12g42044
Os12g0614000,3.9365408,5.644502388,4.388388483,1.44298434,1.946729735,0.748182437,LOC_Os12g41962
Os12g0613850,7.939264847,8.201160675,10.24109185,10.72645372,17.84078201,6.230593841,LOC_Os12g41956
Os12g0613700,21.31312212,20.44003412,18.67935041,11.00423865,16.78582655,8.905963848,LOC_Os12g41950
Os12g0613600,2.245832398,4.414077379,4.133741388,2.628863354,14.82349603,0.705729148,LOC_Os12g41940
Os12g0613500,48.89004797,59.39381172,41.79352597,50.41611364,53.19227522,28.65880911,LOC_Os12g41930
Os12g0613300,8.71018913,10.14113603,17.19441043,7.816035829,11.03026274,6.095756046,LOC_Os12g41920
Os12g0613250,1.655776697,2.419382931,3.142267624,2.536190491,5.85063136,0.197182536,LOC_Os12g41910
Os12g0613200,8.899409834,10.39746721,11.18454409,6.635529668,8.096263426,5.617304478,LOC_Os12g41900
Os12g0613000,4.561916883,2.059228136,1.037388462,1.819916074,2.074322553,2.625269818,LOC_Os12g41880
Os12g0612700,11.11033791,12.4766923,13.03788506,17.59951738,221.5816125,7.429969978,LOC_Os12g41860
Os12g0612500,1.339796244,1.942105731,0.415270116,1.331014774,2.623747669,1.634533299,LOC_Os12g41830
Os12g0612400,21.22824796,18.68693952,17.4483678,13.92309365,25.29187732,12.53088811,LOC_Os12g41820
Os12g0612300,2.234532289,2.428056389,2.875354231,0.915083519,1.244581635,0.568086981,LOC_Os12g41810
Os12g0612100,8.933144414,10.06623141,14.71593171,5.433987236,6.24821112,7.313059425,LOC_Os12g41800
Os12g0611900,2.062947126,2.82519365,1.762002497,1.216264003,1.61384999,0.313262473,LOC_Os12g41780
Os12g0611700,20.89963172,30.1123028,21.22499483,21.69227663,21.67506204,19.03249223,LOC_Os12g41760
Os12g0611300,9.581444256,14.84986131,11.82706175,8.3319577,4.698467234,2.75243895,LOC_Os12g41720
Os12g0611200,17.14022041,15.17740688,21.15751193,30.48701048,30.78410912,19.84656183,LOC_Os12g41715
Os12g0611100,3.091737342,3.848724389,2.695929677,1.105144513,1.760531773,2.716696895,LOC_Os12g41710
Os12g0611000,7.347560408,6.038272992,10.18168098,10.89675845,14.76947096,18.54123614,LOC_Os12g41700
Os12g0610800,1.210644267,4.812574049,2.139016019,3.882698075,1.522628024,5.768763706,LOC_Os12g41690
Os12g0610600,9.131585262,11.93586392,8.892093002,7.417575919,3.45741959,15.88330726,LOC_Os12g41680
Os12g0610500,2.367854088,2.937491989,2.536274728,1.811576894,2.629775023,1.77786923,LOC_Os12g41670
Os12g0610300,5.019138354,4.306510431,4.615410775,6.687141204,3.471688586,2.023946744,LOC_Os12g41660
Os12g0610200,3.321944565,3.685232722,3.58812797,1.868153508,0.493331758,3.58898451,LOC_Os12g41650
Os12g0609800,9.11396695,7.986095403,8.868504969,10.90732168,12.6786007,5.482814864,LOC_Os12g41620
Os12g0609600,7.085731871,6.273801631,5.678982762,2.13041367,19.50810643,1.074477975,LOC_Os12g41600
Os12g0609500,3.578275209,3.512287377,5.03642539,3.48799897,8.868267877,7.751463666,LOC_Os12g41590
Os12g0609200,8.745056706,6.724802169,3.777972566,0.741311527,1.766751474,0.707590035,LOC_Os12g41560
Os12g0609100,4.091805812,6.225393885,2.676762578,2.740274856,3.157858364,1.825614038,LOC_Os12g41550
Os12g0608600,22.63712309,23.37212116,29.18207327,84.43184252,72.06827705,102.0078641,LOC_Os12g41500
Os12g0608500,2.847296965,2.352794208,4.329758329,1.291315966,1.80786351,2.113662661,LOC_Os12g41490
Os12g0607400,13.96964075,15.59650083,15.69547663,4.10768877,5.748807026,2.52356591,LOC_Os12g41430
Os12g0607100,15.73920462,18.62752797,14.36612509,52.05929636,54.58593988,43.57178706,LOC_Os12g41400
Os12g0607000,7.459901414,12.53536592,14.53849609,16.99807202,20.7612665,19.11830727,LOC_Os12g41390
Os12g0606900,7.34593103,9.444969783,10.15910014,2.99050078,5.123244598,3.681524372,LOC_Os12g41380
Os12g0606600,3.169024277,2.731654219,1.948324719,1.281822641,2.144522954,1.233220836,LOC_Os12g41350
Os12g0606100,2.245909398,5.707998009,4.171571048,2.698885773,6.315162113,2.109535325,LOC_Os12g41290
Os12g0605800,17.04354983,20.04847509,17.95402904,28.84319227,13.99638673,30.94057686,LOC_Os12g41250
Os12g0605500,9.182303413,8.141184437,10.53444495,11.21226955,17.19970164,3.077784369,LOC_Os12g41230
Os12g0605400,25.72717454,19.5122273,28.53739178,69.73630017,76.22426774,68.87422546,LOC_Os12g41220
Os12g0605300,5.839358766,7.230120022,5.505546102,5.989339579,6.319602462,6.293524687,LOC_Os12g41210
Os12g0604800,7.582943793,9.457457112,10.4043283,21.42897546,22.29123308,16.33196583,LOC_Os12g41190
Os12g0604700,4.594837025,6.013187237,6.130310801,3.625312619,3.955831159,1.818221184,LOC_Os12g41180
Os12g0603800,4.096099743,3.979329728,1.400489886,8.621467301,2.28678201,6.123348189,LOC_Os12g41110
Os12g0603700,3.406453993,2.232992759,7.666472188,7.008634963,6.534408405,14.51192142,LOC_Os12g41090
Os12g0601400,140.3838958,132.2836608,158.9096518,133.8801043,365.1233077,19.1976638,LOC_Os12g40900
Os12g0601300,47.57466737,36.79699277,42.22198288,62.32565493,176.033416,9.089550504,LOC_Os12g40890
Os12g0601200,6.264376445,5.790834607,4.269247155,9.582506153,5.349658328,14.95601839,LOC_Os12g40880
Os12g0601000,4.691870762,4.797005577,3.408791848,2.600149743,3.707081129,0.454637612,LOC_Os12g40860
Os12g0600701,129.4506776,129.9765942,117.1911805,55.73438708,57.37463736,58.49546427,LOC_Os12g40840
Os12g0600400,29.70909821,28.19329613,21.80084601,36.66486294,15.02393389,42.35812584,LOC_Os12g40830
Os12g0600200,7.131110814,7.962798776,11.16647754,4.775651185,4.445692988,2.071502288,LOC_Os12g40790
Os12g0599800,3.857892601,1.791060458,2.016372829,1.226374257,0.526535036,0.874967698,LOC_Os12g40760
Os12g0599700,0,0.411879825,0.651852617,1.809638589,6.985350099,0.980583267,LOC_Os12g40750
Os12g0597700,39.62916751,38.38443205,42.56688236,22.54679052,17.05330055,30.08052011,LOC_Os12g40570
Os12g0597600,4.488253573,8.070802873,4.595259283,9.436536623,10.55262554,7.209832578,LOC_Os12g40560
Os12g0597500,37.12052495,33.32754574,30.42636738,54.76345605,15.26041446,78.44983653,LOC_Os12g40550
Os12g0597400,1.442719908,2.31025814,0.79604524,0.627864653,0.874481943,0.747229669,LOC_Os12g40540
Os12g0597300,9.270362076,10.59200109,8.461015838,7.235757544,8.022412231,6.573084624,LOC_Os12g40530
Os12g0597200,25.16439465,23.77534935,19.80991293,8.802450451,14.94419983,8.318195961,LOC_Os12g40520
Os12g0597000,21.86255006,26.94830342,24.0027596,16.18787388,19.25571782,13.39592861,LOC_Os12g40510
Os12g0596900,2.664123507,1.320968237,3.103241322,4.902932522,4.688395168,4.781705279,LOC_Os12g40500
Os12g0596800,21.64643573,18.05487504,15.32494169,16.02632287,9.148828313,18.41623639,LOC_Os12g40490
Os12g0596600,8.124936378,6.174967644,11.46741774,5.00849514,6.946939107,3.957229753,LOC_Os12g40480
Os12g0596300,1.488711542,1.105442178,1.472403725,2.394027046,1.069157046,2.030718203,LOC_Os12g40470
Os12g0596000,5.643978391,4.706015983,4.921070869,1.716794196,2.141174722,0.941350637,LOC_Os12g40440
Os12g0595800,9.388594965,8.773681083,8.02650839,9.550746618,4.999652236,16.64024589,LOC_Os12g40419
Os12g0595500,3.969448477,5.210186278,8.482174636,3.900516468,1.33516678,2.356850082,LOC_Os12g40380
Os12g0595000,29.92422484,23.29152977,32.38675398,12.99387013,26.87958634,9.502580615,LOC_Os12g40340
Os12g0594950,0,1.345728944,0.435749793,1.108196429,1.207168646,2.056938468,LOC_Os12g40330
Os12g0594600,0.931657147,0.661247028,0.848346034,1.457119751,3.513943727,0.694670185,LOC_Os12g40300
Os12g0594300,5.78949006,5.315803969,5.08232436,4.137201441,8.44064006,6.14870724,LOC_Os12g40279
Os12g0594000,0.170973221,1.598200747,0.12032712,0.518131166,2.466111034,0.534339359,LOC_Os12g40260
Os12g0593000,10.98819761,10.36912509,10.38006368,11.82955544,13.09642398,10.86242511,LOC_Os12g40190
Os12g0592900,0,1.961538249,0.650093372,2.362547389,0.633314726,7.351281271,LOC_Os12g40180
Os12g0592200,15.91841646,16.85340541,10.88757941,7.171190377,10.10882995,3.272962048,LOC_Os12g40115
Os12g0590900,4.487022416,4.169178658,4.493731514,3.905793238,3.056415228,0.771026139,LOC_Os12g40010
Os12g0590500,4.855033739,4.172792513,5.213728288,2.896675437,4.256103859,0.483809193,LOC_Os12g39980
Os12g0590400,12.29795449,12.05902382,12.06460195,3.410949528,4.138455305,1.92491668,LOC_Os12g39970
Os12g0589100,189.012767,183.9744363,171.7204368,276.5648369,200.3980277,217.8046396,LOC_Os12g39860
Os12g0589000,2.105800481,1.681357174,2.770142727,2.886500732,0.098401516,0,LOC_Os12g39850
Os12g0588900,9.312107585,9.826794792,8.11375632,5.283598106,4.527373265,3.276912324,LOC_Os12g39840
Os12g0588800,10.36010922,8.976549678,15.96910235,7.715724071,7.752430629,3.679790642,LOC_Os12g39830
Os12g0587200,1.609271818,1.734532658,1.509437425,4.089923282,5.159223166,3.196222326,LOC_Os12g39710
Os12g0586600,13.72397578,12.56947799,10.93508067,22.55450801,15.25117405,23.97313099,LOC_Os12g39660
Os12g0586400,2.009302267,4.228725916,3.13444448,4.5126953,3.971136092,3.292974786,LOC_Os12g39650
Os12g0586300,25.51181509,20.69126261,26.79340391,9.049172883,7.015915829,5.934442558,LOC_Os12g39640
Os12g0586100,38.22469332,41.65842942,46.43761927,8.021438694,39.14448695,8.604884255,LOC_Os12g39630
Os12g0586000,11.46615699,11.99239398,9.493589098,9.083522178,7.845568647,16.95796763,LOC_Os12g39620
Os12g0585300,2.961977618,3.022006935,3.821831291,1.82719036,2.911039742,0.885659628,LOC_Os12g39520
Os12g0584200,4.446478109,5.3114642,2.628350688,1.49739701,3.896038995,1.835012545,LOC_Os12g39440
Os12g0583900,34.99276289,35.59458671,33.8428232,29.46951669,17.20451393,30.21922961,LOC_Os12g39420
Os12g0583700,2.540275844,1.593957285,1.922793433,4.207434495,2.282469382,5.06646451,LOC_Os12g39400
Os12g0583500,7.551373219,11.20601446,8.658698772,8.814997,22.32621842,4.103138259,LOC_Os12g39380
Os12g0583400,16.36963715,15.68077289,12.89307226,7.578481053,9.140964616,10.65964354,LOC_Os12g39370
Os12g0583000,4.249907485,1.611908198,4.94548568,3.268770383,4.110300567,3.693581813,LOC_Os12g39340
Os12g0582800,4.398439081,3.266622901,3.160089391,6.158321032,6.338815477,8.354145917,LOC_Os12g39320
Os12g0582700,5.478879082,7.442121688,10.525485,14.98036071,2.534255415,10.26479707,LOC_Os12g39310
Os12g0582600,1.016885395,2.856435117,1.055123723,0.261775875,1.079449827,0.42689955,LOC_Os12g39290
Os12g0581900,10.00906091,10.79462887,12.23799529,16.23526294,4.121131357,19.93108097,LOC_Os12g39220
Os12g0581800,2.339086252,3.644451299,4.312132685,3.72051961,3.634201464,0.398962833,LOC_Os12g39210
Os12g0581700,31.66470735,32.99818052,19.46810274,9.563322843,14.06540729,10.23374419,LOC_Os12g39200
Os12g0581600,5.236232726,6.952826932,4.556394043,5.167891663,3.670927441,1.561674613,LOC_Os12g39180
Os12g0581300,11.8599307,13.65160775,12.94750006,7.721701094,30.82431723,2.550619206,LOC_Os12g39160
Os12g0580900,2.032444908,3.941742161,2.494176087,2.23669418,2.963492682,5.181681458,LOC_Os12g39120
Os12g0580700,8.217538765,12.23110587,8.467248733,3.883590325,5.843829902,5.300913121,LOC_Os12g39110
Os12g0580600,0.680772152,2.0787095,2.251410659,4.236532038,5.683471436,0.415244539,LOC_Os12g39100
Os12g0580500,4.196371584,4.75714136,3.105902128,2.923560934,1.923241101,2.155614971,LOC_Os12g39090
Os12g0580400,8.083804926,6.792176783,5.885443113,6.530197099,9.588839452,10.1115423,LOC_Os12g39080
Os12g0580300,8.340560275,3.606938268,2.670832764,5.221057848,3.966295936,4.696886976,LOC_Os12g39070
Os12g0579000,18.72943625,19.1830299,22.88939757,18.51463454,20.59799448,18.93665452,LOC_Os12g38970
Os12g0578500,9.57367821,7.627174445,8.259963131,9.216346354,15.10122404,6.675984354,LOC_Os12g38930
Os12g0578400,17.92762936,19.42598394,21.22361757,19.98436335,31.55652266,18.05711994,LOC_Os12g38920
Os12g0578300,1.862343667,2.715754547,3.0686426,2.70996812,0.909076743,3.294847614,LOC_Os12g38910
Os12g0578000,1.437027759,0.546921292,0.229491475,1.442932832,1.111702486,2.694818577,LOC_Os12g38880
Os12g0577800,10.07783691,9.595428115,9.897513014,5.713928691,6.986804557,5.305488049,LOC_Os12g38870
Os12g0577700,9.061242922,7.991255926,9.186522525,3.937046331,15.85479149,1.039411673,LOC_Os12g38860
Os12g0577600,2.892558837,3.996895808,4.974096578,1.982883566,10.11518889,1.310445387,LOC_Os12g38850
Os12g0577200,5.386633284,4.820651207,7.617973967,13.2034505,21.45600445,7.644510496,LOC_Os12g38810
Os12g0577100,11.72341748,10.56849025,9.564141414,6.57147333,8.273934824,5.805389514,LOC_Os12g38800
Os12g0576900,4.720790342,4.264082825,3.614607533,5.165214749,13.60019618,7.26998087,LOC_Os12g38780
Os12g0576750,1.234513782,1.228527962,1.318446533,3.072175732,5.23675129,1.175252813,LOC_Os12g38770
Os12g0576700,6.49188745,6.310412677,5.436037477,7.458414743,0.940263888,20.46919185,LOC_Os12g38760
Os12g0576600,0,0.925585061,0.372151517,0.180142741,0.036335948,2.555942445,LOC_Os12g38750
Os12g0576300,4.155335645,3.029978499,3.543069366,2.583731753,3.643623869,1.569033205,LOC_Os12g38730
Os12g0576100,47.54696771,50.4571447,20.72072568,67.86913253,51.75753169,82.62218319,LOC_Os12g38720
Os12g0575400,6.09971073,14.73940524,16.46538338,45.88212823,11.67701921,45.73045885,LOC_Os12g38660
Os12g0575200,77.10125738,76.45668272,57.39252685,52.7698772,45.34226264,19.18832363,LOC_Os12g38650
Os12g0575000,5.714230927,6.290881108,9.868484917,4.046607174,2.694867746,44.78153043,LOC_Os12g38640
Os12g0574900,8.499187441,10.19338326,7.243945554,3.597558039,4.782664061,3.505344045,LOC_Os12g38630
Os12g0574800,8.042858505,7.866247419,10.61439363,3.964853992,4.956858194,2.403389879,LOC_Os12g38620
Os12g0574700,2.489791334,2.031041883,2.574239155,4.625067011,0.595806404,7.814425344,LOC_Os12g38610
Os12g0574400,3.012228286,3.697434728,3.118674001,0.623490323,1.317422443,0.237555165,LOC_Os12g38590
Os12g0573900,8.40935479,6.680552349,9.439587124,1.355030181,2.879194316,0.918951021,LOC_Os12g38560
Os12g0573200,21.83588211,19.86360988,16.89110064,20.64846162,12.54768168,32.94897652,LOC_Os12g38490
Os12g0573000,4.359168115,2.943909087,1.970558144,1.641172351,1.844667543,2.325942581,LOC_Os12g38480
Os12g0572500,5.937922155,6.713242355,6.737377874,8.035672924,7.697073854,10.97446535,LOC_Os12g38440
Os12g0572400,26.82735818,29.19410751,22.62257846,21.26387018,19.39909826,12.27901461,LOC_Os12g38420
Os12g0572000,10.05061685,9.677377392,11.61823476,5.300394772,5.627880278,1.287231859,LOC_Os12g38400
Os12g0571900,7.553890476,7.729608107,5.836075835,5.457904204,6.808952562,5.106093049,LOC_Os12g38380
Os12g0571700,6.839083574,7.253419954,2.857496875,2.021442527,1.376074907,2.508894491,LOC_Os12g38360
Os12g0571600,2.130141516,0,0,0.764336633,0.666919808,0.427227868,LOC_Os12g38350
Os12g0571300,2.151896505,2.34253744,2.804196795,5.266110726,13.65641061,0.795325965,LOC_Os12g38320
Os12g0571200,15.05287528,32.9221614,20.33498944,42.77437351,34.16379166,37.13763928,LOC_Os12g38310
Os12g0571100,66.67227311,73.16322373,45.6535501,228.3401437,30.09454984,249.3830912,LOC_Os12g38300
Os12g0571000,1.04240561,2.896871919,0.793838346,13.11160557,1.158721349,2.218089868,LOC_Os12g38290
Os12g0570700,20.05283473,25.44197165,21.00702375,90.30460712,7.329602951,131.7826458,LOC_Os12g38270
Os12g0570400,9.249166365,10.47691618,15.5630624,2.475688855,3.354354559,3.023079852,LOC_Os12g38250
Os12g0570000,21.18160114,26.58619237,23.64275123,14.31532539,18.37940299,23.64555079,LOC_Os12g38210
Os12g0569900,7.585165177,4.216840071,4.850934599,3.256597942,1.69667138,0.799683342,LOC_Os12g38200
