SlGeneID,Sl_COR,Sl_EN,Sl_EP,Sl_MCO,Sl_MZ,Sl_PH,Sl_V,Sl_QC,Sl_35S
Solyc00g005000.3.1,2.250839753,2.462026628,3.142943834,16.61511209,14.46193521,13.57724512,48.28342942,10.62698207,28.68640851
Solyc00g005040.3.1,0,0,0.14476588,0,0,0,0,0,0
Solyc00g005050.3.1,47.62465598,25.92487527,46.33439093,27.52838429,33.16509991,23.36921011,86.15549766,50.23839258,51.98342189
Solyc00g005060.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005080.2.1,0,0,0,0,3.100187126,0,0,0,0
Solyc00g005084.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005090.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005092.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005094.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005096.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005280.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005283.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005285.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005287.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005430.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005440.2.1,0,1.113134145,0,0,0.637754255,0,0,0,0
Solyc00g005445.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005450.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005460.2.1,0,0,0,0,0,0,0,0,0
Solyc00g005470.2.1,0,0,0,0,0,0,0,0,0
Solyc00g005480.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005840.3.1,5.264925536,0.65104659,0.04152149,0.241540632,0.02933724,0.501061304,0,0,1.528659113
Solyc00g005850.2.1,0,0,0,0,0,0,0,0,0
Solyc00g005890.3.1,0,0,0,0,0,0,0,0,0
Solyc00g005900.2.1,0,0,0,0,0,0,0,0,0
Solyc00g006020.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006090.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006170.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005903.1.1,0,0,0,0,0,0,0,0,0
Solyc00g005907.1.1,0,0.039716993,0.145190667,0,0.045581263,1.430728506,0.059382507,0.957226088,0
Solyc00g006480.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006483.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006487.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006490.3.1,22.18348301,60.49108778,24.35614687,42.64821646,16.27332267,22.58193289,21.50399405,16.57080494,14.88996794
Solyc00g006500.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006510.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006520.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006530.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006540.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006550.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006560.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006590.2.1,0,0,0,0,0,0,0,0,0
Solyc00g006650.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006655.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006660.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006680.2.1,3.733540679,11.85168668,3.007840948,0,6.562702164,5.918940085,0,31.69419201,4.388802749
Solyc00g006683.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006800.3.1,262.7941352,64.50680392,147.196596,124.6804017,201.9235282,75.76471454,147.0149656,89.05115523,237.8895467
Solyc00g006805.1.1,8.332699123,0,0.568634322,0,0,0,0,0,0.294075635
Solyc00g006810.3.1,17.85681917,2.300662027,9.048687025,2.892211458,2.693380094,10.41706165,0.256955618,0.85068915,3.814909366
Solyc00g006820.3.1,0.865999239,0,0,0.628901308,0,0,0.125183353,0,0.952933297
Solyc00g006830.3.1,17.18749245,18.88089187,21.04980776,15.08341454,15.47814118,13.47135627,34.88242571,6.03942381,15.14267066
Solyc00g006840.3.1,0,0,0,0,0,0,0,0,0
Solyc00g006850.2.1,0,0,0,0,0,0,0,0,0
Solyc00g006860.2.1,0,0,0,0,0,0,0,0,0
Solyc00g006867.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006870.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006880.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006890.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006900.1.1,0,0,0,0,0,0,0,0,0
Solyc00g006903.1.1,0,0.109644879,0,0,0,0.118512118,0,0.477483195,0
Solyc00g006907.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007550.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007560.2.1,0,0,0,0,0,0,0,0,0
Solyc00g007555.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007570.2.1,0,0,0,0,0,0,0,0,0
Solyc00g007600.2.1,0,0,0,0,0,0,0,0,0
Solyc00g007910.1.1,0,0,0.134543168,0,0,0,0,0,0
Solyc00g007920.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007925.1.1,0,0,0,0,0,0,0,0,0.02916272
Solyc00g007930.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007950.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007960.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007970.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007980.1.1,0,0,0,0,0,0,0,0,0
Solyc00g007990.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008000.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008010.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008020.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008030.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008040.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008050.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008055.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008060.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008070.2.1,0,0,0,0,0,0,0,0,0
Solyc00g008080.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008090.2.1,0,0,0,0,0,0,0,0.419597955,0
Solyc00g008100.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008110.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008120.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008130.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008140.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008150.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008160.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008165.1.1,0.438781508,0,4.181126331,0.881818743,0.022130284,0,0.095241174,0,0
Solyc00g008260.2.1,0,0,0,0,0,0,0,0,0
Solyc00g008265.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008270.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008570.2.1,0,0,0,0,0,0,0,0,0
Solyc00g008580.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008800.2.1,0,0,0,0,0,0,0,0,0
Solyc00g008910.1.1,0,0,0,0,0,0,0,0,0
Solyc00g008915.1.1,0.069739616,0,0.083825625,3.636699981,0,0.059807104,0.155557273,51.74985064,0.370169759
Solyc00g009020.3.1,321.697713,159.526313,395.4791718,229.8724523,507.8196687,294.6044006,263.12319,300.4208743,395.9999981
Solyc00g009030.2.1,0,0,0,0,0,0,0,0,0
Solyc00g009040.3.1,0,0,0.034296715,0,0.530235579,0,0,0,0.963122708
Solyc00g009050.2.1,0.201984317,0,0,0,0.790530631,0.176089243,0,4.715281419,0.614197816
Solyc00g009060.3.1,10.39559713,6.974135026,6.503136289,1.507056883,13.43673294,5.411275735,5.765155633,0,9.941548407
Solyc00g009070.1.1,0,0,0,0,2.603399931,0,0,0,0.795657875
Solyc00g009080.3.1,0,2.687837321,36.03166994,7.625720325,28.55808115,6.44045285,5.966745323,0,14.15327745
Solyc00g009090.3.1,2.046919629,0.654771336,15.16418583,4.154893626,13.43944116,8.956276057,8.978979654,2.301584028,19.65776731
Solyc00g009100.3.1,6.378231727,2.649634101,5.406464928,0.750692056,4.390930749,0.15177171,2.932132017,2.992389846,5.679187495
Solyc00g009110.3.1,82.91251774,149.2669273,62.77942351,118.2748075,30.69733219,55.28210508,87.61714151,69.43335628,54.09207737
Solyc00g009120.3.1,0,0,0,0,0,0.307720396,0,0,2.115337695
Solyc00g009140.3.1,1.601672711,11.13206763,2.071123973,1.137857919,2.525026585,0.508647229,0,1.688419248,10.17484223
Solyc00g009141.1.1,57.01006766,9.943853131,36.82385976,3.440920924,76.043461,53.4020349,82.70400435,36.9737425,56.12355692
Solyc00g009142.1.1,0,0,0,0,0,0,0,0,0
Solyc00g009143.1.1,0,0,0.114599297,0.666651438,0,0,0,0,0
Solyc00g009144.1.1,0,0,0,0,0,0,0,0,0
Solyc00g009145.1.1,0.055400686,0,0,0,0.060745443,0,0,1.390580408,0
Solyc00g009146.1.1,0,0,0,0,0,0,0,0,0
Solyc00g009540.1.1,0,0,0,0,0,0,0,0,0
Solyc00g009148.1.1,0.01308992,0.076397548,0.042942501,0.429382345,0.120546395,0,0,0.62997552,0.071509844
Solyc00g009650.1.1,0,0,0,0,0,0,0,0,0
Solyc00g009760.2.1,5047.62306,54285.29403,23972.88517,35960.33009,7356.213405,36451.007,19427.52099,156600.023,3733.592287
Solyc00g009765.1.1,0,0,0,4.007561418,0,0,0,0,0
Solyc00g010410.1.1,0,0,0,0,0,0,0,0,0
Solyc00g010420.1.1,0,0,0,0,0,0,0,0,0
Solyc06g024330.2.1,0,0,0,0,0,0,0,0,0
Solyc00g010520.1.1,0,0,0,0,0,0,0,0,0
Solyc00g010525.1.1,112.5171754,764.2985434,397.771789,639.9734468,114.6525821,640.6312485,295.9847521,2524.038799,38.11341521
Solyc00g010530.1.1,0,0,0,0,0,0,0,0,0
Solyc00g010750.2.1,0,0,0,0,0,0,0,0,0
Solyc00g010760.1.1,0,0,0,0,0,0,0,0,0
Solyc00g010755.1.1,0,0,0,0,0,0,0,0,0
Solyc00g010780.1.1,0,0,0,0,0,0,0,0,0
Solyc00g010930.1.1,0,0,0,0,0,0,0,0,0
Solyc00g011150.1.1,0,0,0,0,0,0,0,0,0
Solyc00g011160.2.1,4912.330273,38530.38936,18395.35904,33836.78027,5252.010738,34583.16893,14976.39137,148683.168,2395.238227
Solyc00g011170.1.1,0,0,1.556443029,0,0,0,0,0,0
Solyc00g011175.1.1,0,0,0,0,0,0,0,5.054053195,0
Solyc03g043580.2.1,0,0,0,0,0,0,0,0,0
Solyc00g011670.1.1,0,0,0,0,0,0,0,0,0
Solyc00g011673.1.1,0.191156575,0,0,0,0,0,0,0,0
Solyc00g011677.1.1,0,0,0,0,0,0,0,0,0.14636902
Solyc00g011870.1.1,0,0,0,0,0,0,0,0,0
Solyc00g011880.3.1,4.762579508,10.39679867,13.38790802,10.74769857,6.977743601,24.39253987,6.790041145,0.455775556,8.409926712
Solyc00g011890.3.1,17.73107318,40.86288171,11.95218156,47.75526701,16.51677519,26.64279915,6.723287359,14.85918267,19.53522534
Solyc00g011895.1.1,0,0,0,0,0.105559921,0,0,0,0
Solyc00g012430.1.1,0,0,0,0,0,0,0,0,0
Solyc00g012435.1.1,0,0,0.649886381,0,0,0.222993684,0,37.62644958,0
Solyc00g012440.1.1,346.6212574,2160.592367,1074.41229,2907.480128,374.5931173,1475.192715,649.0055948,8235.99897,149.7953825
Solyc00g012540.1.1,0,0,0,0,0,0,0,0,0
Solyc00g012640.1.1,0,0,0,0,0,0,0,0,0
Solyc00g012650.1.1,0,0,0,0,0,0,0,0,0
Solyc00g012660.1.1,0,0,0,0,0,0,0,0,0
Solyc00g012670.2.1,0,0,0,0,0,0,0,0,0
Solyc00g012680.1.1,0,0,0,0,0,0,0,0,0
Solyc00g012690.1.1,0,0,0,0,0,0,0,0,0
Solyc00g012700.2.1,0,0,0,0,0,0,0,0,0
Solyc00g012702.1.1,0.074969971,0.076754174,0.128576153,0,1.455824175,0,0,1.681746971,0.013571769
Solyc00g012704.1.1,0,0.073870504,0.33246067,0.35512135,0.030820531,0,0.070666255,15.17348868,0.04058459
Solyc00g012706.1.1,0,0,0.397590592,0,0,0,0,0,0
Solyc00g012708.1.1,0,0,0,0,0,0,0,0,0
Solyc00g013110.1.1,0,0,0,0,0,0,0,0,0
Solyc00g013120.3.1,0,0,0,0,0,0,0,37.76196806,0
Solyc00g013130.3.1,0.161997106,0.540797638,0,0,0,1.334495456,0,0.96652741,0.085659422
Solyc00g013133.1.1,0,0,0,0,0,0,0,0,0
Solyc00g013137.1.1,0,0.921433309,0,0,0.160058654,1.655415772,0,0,0.338409017
Solyc00g013140.2.1,0.437471622,39.0939012,9.016784397,12.41915478,2.035786807,9.113110372,11.40190062,96.6626128,2.96480122
Solyc00g013150.1.1,67.08740466,333.576321,102.6759301,158.9393721,71.44033331,583.7930951,116.5627658,812.9307432,50.81805627
Solyc00g013155.1.1,0.955785486,12.26753764,9.790583292,9.916431306,7.156972793,50.30068783,0,67.21633566,1.706782975
Solyc00g013160.2.1,0.263301149,0,0.708665841,0.780514468,1.482793182,19.05712317,0,13.68247168,1.196129997
Solyc00g013170.1.1,0,0,0,0,0,0,0,0,0
Solyc00g013180.1.1,1.073802536,5.839874017,0,0,0.421202574,2.246728755,0,0,0.894655152
Solyc00g013181.1.1,0,0,0,0,0.245803739,0,0,0,0
Solyc00g013183.1.1,0,0,0,0,0,0,0,0,0.151920626
Solyc00g013184.1.1,0,0.081630561,0,0.444608129,0,0,0,0,0
Solyc00g013185.1.1,0,0,0,0,0,0,0,0,0
Solyc00g013186.1.1,0.023324859,0.345758355,0,2.565672753,0.0432863,0,0,13.19850473,0
Solyc00g013188.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014170.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014180.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014190.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014290.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014390.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014395.1.1,0,0.306145545,0,0,0,0,0,7.830941594,0.105754472
Solyc00g014790.2.1,0,0,3.567356121,0,0,0,0,0,0.037369458
Solyc00g014800.1.1,0,0,7.057669568,0,0,0,0,0,0
Solyc00g014810.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014820.2.1,0,0,0,0,0.068687885,10.07935839,0,16.59341457,0
Solyc00g014830.3.1,0.332868743,5.188372821,4.886376811,2.860941929,1.231060433,4.664083324,0,32.36744669,0.943204704
Solyc00g014840.1.1,6.481865409,0.692685039,0,0,2.823007097,3.557245296,0,0,0
Solyc00g014850.1.1,0,2.25253182,0,0,0.39690358,8.800518109,0,0,1.678953737
Solyc00g014860.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014960.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014970.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014980.1.1,0,0,0,0,0,0,0,0,0
Solyc00g014990.2.1,0,0,0,0,0,0,0,0,0
Solyc00g014995.1.1,0,0,0,0,0,0,0,0,0
Solyc00g015000.1.1,0,0,0,0,0,0,0,0,0
Solyc00g015600.1.1,0,0,0,0,0,0,0,0,0
Solyc00g015720.1.1,0,0,0,0,0,0,0,0,0
Solyc00g015730.2.1,0,0,0,0,0,0,0,0,0
Solyc00g015733.1.1,0,0,0,0,0,0,0,0,0
Solyc00g015735.1.1,0.031804621,0.086271853,0.520910117,0.880067937,0.021665668,0.050426862,0,0.09546021,0.023498612
Solyc00g015737.1.1,0.100989658,0,0.020947809,3.662438344,0.079347448,0.10284131,0,36.12409341,0.10876531
Solyc00g016470.1.1,0,0,0,0,0,0,0,0,0
Solyc00g016480.1.1,0,0,0,0,0,0,0,0,0
Solyc00g016490.1.1,0,0,0,0,0,0,0,0,0
Solyc00g016590.2.1,0,0,0,0,0,0,0,0,0
Solyc00g016790.1.1,0,0,0,0,0,0,0,0,0
Solyc00g016900.1.1,0,0,0,0,0,0,0,0,0
Solyc00g016910.1.1,0,0,0,0,0,0,0,0,0
Solyc00g016915.1.1,0.033677846,0.10089249,0.144763275,0,0.063485018,0,0,0,0.249657329
Solyc00g017210.2.1,0,0,0,0,0,0,0,0,0
Solyc00g017220.2.1,0,0,0,0,0,0,0,0,0
Solyc00g017230.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017235.1.1,0,0,0.165431631,0,0,0,0,9.66328082,0
Solyc00g017540.2.1,0,0,0,0,0,0,0,0,0
Solyc00g017550.2.1,0,0,0,0,0,0,0,0,0
Solyc00g017760.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017860.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017870.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017880.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017890.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017900.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017910.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017920.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017930.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017933.1.1,0,0,0,0,0,0,0,0,0
Solyc00g017937.1.1,0,0,0,0,0,0,0,0,0
Solyc00g018760.1.1,0,0,0,0,0,0,0,0,0
Solyc00g018770.1.1,0,0,0,0,0,0,0,0,0
Solyc00g018970.1.1,0,0,0,0,0,0,0,0,0
Solyc00g019610.1.1,0,0,0,0,0,0,0,0,0
Solyc00g019620.2.1,0,0,0,0,0,0,0,0,0
Solyc00g019630.2.1,0,0,0,0,0,0,0,0,0
Solyc00g019730.2.1,0.404993026,39.61524473,8.270755661,29.6196072,11.01800082,11.15782333,4.635188986,35.90587542,7.157320102
Solyc00g019740.1.1,0,35.98637626,9.774544516,4.606268598,2.929923988,3.656439802,67.64270806,15.72803153,5.460903832
Solyc00g019750.1.1,0,0,0,0,26.81960937,0,0,0,5.286953519
Solyc00g019950.1.1,0,0.52970153,0,1.675006763,0.092012236,0,0,0,0.589059993
Solyc00g019970.2.1,1.502117012,1.391212579,4.196747482,0.397931282,0.224197756,0.568624682,1.248030938,2.550297241,1.039023608
Solyc00g019980.2.1,0.570615861,11.77039353,10.07308748,0.422875553,3.603345893,2.749880815,3.522569575,60.53010773,0.322587158
Solyc00g019990.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020000.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020010.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020020.2.1,0,14.48955076,0.073795063,0,0.953452825,12.32681909,0,48.54956912,0.186813991
Solyc00g020030.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020040.1.1,0.107714653,10.90990624,0,0,0.081546273,0,0,0,0.718563405
Solyc00g020440.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020540.2.1,0,0,0,0,0,0,0,0,0
Solyc00g020545.1.1,6.351144451,21.10089213,27.24079204,30.55857451,3.903211635,14.11404372,23.96880172,0.762032066,16.37140994
Solyc00g020940.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020960.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020970.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020980.1.1,0,0,0,0,0,0,0,0,0
Solyc00g020990.2.1,0,0,0,0,0,0,0,0,0
Solyc00g021490.2.1,0,0,0,0,0,0,0,0,0
Solyc00g021500.2.1,0,0,0,0,0,0,0,0,0
Solyc00g021510.2.1,0,0,0,0,0,0,0,0,0
Solyc00g021520.1.1,0,0,0,0,0,0,0,0,0
Solyc00g021530.2.1,0,0,0,0,0,0,0,0,0
Solyc00g021630.1.1,2.070458323,20.16319952,17.25422952,1.376818879,3.198098356,17.80213383,70.20161697,77.02306435,2.069485364
Solyc00g021640.3.1,0.323587611,10.1688124,3.423772506,2.147274245,4.296277514,11.41389423,5.587100807,7.904455335,1.767238435
Solyc00g021650.1.1,0,0,0,0,0,0,0,0,0
Solyc00g021655.1.1,0,1.340382234,2.043088778,0,0,0,0,19.71226374,0.13439959
Solyc00g022070.1.1,0,0,0,0,0,0,0,0,0
Solyc00g022080.1.1,0,0,107.8420104,0,0,0,0,0,0
Solyc00g022090.2.1,0.179321482,0.959162304,0.673973479,1.175332131,1.123711714,14.67682308,0,84.76057103,0.624980688
Solyc00g022100.1.1,0.34013649,22.82884654,9.017015573,0,9.671351005,38.93263999,74.12220685,162.2882354,4.283176443
Solyc00g022103.1.1,0,14.85811869,14.07596977,0,0.60685596,0,1.391417068,8.777643452,3.856875892
Solyc00g022107.1.1,19.24885738,50.30138897,17.25437901,12.74129893,3.374007854,17.29864462,40.00875208,76.15334099,4.120875466
Solyc00g022920.2.1,0,0,0,0,0,0,0,0,0
Solyc00g023020.2.1,0,0,0,0,0,0,0,0,0
Solyc00g023030.1.1,0,0,0,0,0,0,0,0,0
Solyc00g023040.1.1,0,0,0,0,0,0,0,0,0
Solyc00g023050.2.1,0,0,0,0,0,0,0,0,0
Solyc00g023250.2.1,0,0,0,0,0,0,0,0,0
Solyc00g023260.1.1,0,0,0,0,0,0,0,0,0
Solyc00g023270.2.1,0,0,0,0,0,0,0,0,0
Solyc00g023470.1.1,0,0,0,0,0,0,0,0,0
Solyc00g023570.1.1,0,0,0,0,0,0,0,0,0
Solyc00g023580.1.1,0,0,0,0,0,0,0,0,0
Solyc00g023590.2.1,0.083003979,1.614387911,0,4.617660688,0.052216927,0,0,28.53717848,0.463451212
Solyc00g023600.2.1,0,0,0,0,0,0,0,0,0
Solyc00g023700.2.1,0,0,0,0,0,0,0,13.68697165,0
Solyc00g023710.1.1,0,0,0,0,0,0,0,0,0
Solyc00g024010.1.1,0,0,0,0,0,0,0,0,0
Solyc00g024020.1.1,0,0,0,0,0,0,0,0,0
Solyc00g024030.1.1,0,0,0,0,0,0,0,0,0
Solyc00g024040.1.1,0,0,0,0,0,0,0,0,0
Solyc00g024050.1.1,0,0,0,0,0,0,0,0,0
Solyc00g024150.3.1,4.737302363,0.544946487,0.274015711,0.35549198,1.786038616,0.175998359,10.09311756,0,5.059537064
Solyc00g024160.2.1,0,0,0,0,0,0,0,0,0
Solyc00g024370.1.1,0,0,0,0,0,0,0,0,0
Solyc00g024570.2.1,0,0,0,0,0,0,0,0,0
Solyc00g024670.1.1,0,0,0,0,0,0,0,0,0
Solyc00g024680.2.1,0,0,0,0,0,0,0,0,0
Solyc00g024690.1.1,0,0,0,0,0,0,0,0,0
Solyc00g025290.1.1,9.514038537,44.7183405,20.48823206,13.49174458,13.8915484,28.542168,0,132.3543305,5.052202314
Solyc00g025300.1.1,0,0,0,0,0,0,0,0,0
Solyc00g025400.2.1,0,17.34158353,0.39658016,0.804199704,0.439748797,0.952638028,0.567432713,65.51296542,0.720292475
Solyc00g025500.2.1,0,0,0,0,0,0,0,0,0
Solyc00g025510.1.1,0,0,0,0,0,0,0,0,0
Solyc00g025520.1.1,0,0,0,0,0,0,0,0,0
Solyc00g025530.1.1,0,0,0,0,0,0,0,0,0
Solyc00g025540.2.1,0,0,0,0,0,0,0,0,0
Solyc00g025650.2.1,0,0,0,0,0,0,0,0,0
Solyc00g025660.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026160.3.1,24.49374314,18.96923996,57.40248913,34.82640726,9.142683973,19.0865128,43.79126538,35.82097428,29.45549026
Solyc00g026165.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026860.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026870.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026875.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026890.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026900.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026903.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026905.1.1,0,0,0,0,0,0,0,0,0
Solyc00g026907.1.1,0,0,0,0,0,0,0,0,0
Solyc00g027640.1.1,0,0,0,0,0,0,0,0,0
Solyc00g027650.1.1,0,0,0,0,0,0,0,0,0
Solyc00g027660.2.1,0,0,0,0,0,0,0,0,0
Solyc00g027670.2.1,0,0,0,0,0,0,0,0,0
Solyc00g027770.3.1,25.45474955,13.41206427,14.49915128,28.82597111,14.54345715,34.06192545,37.85515551,50.79685948,26.06932227
Solyc00g027970.1.1,0,0,0,0,0,0,0,0,0
Solyc00g027980.1.1,0,0,0,0,0,0,0,0,0
Solyc00g027990.1.1,0,0,0,0,0,0,0,0,0
Solyc00g028090.2.1,0,0,0,0,0,0,0,0,0
Solyc00g028100.1.1,0,0,0,0,0,0,0,0,0
Solyc00g028110.2.1,0,0,0,0,0,0,0,0,0
Solyc00g028120.1.1,0,0,0,0,0,0,0,0,0
Solyc00g028420.1.1,0,0,0,0,0,0,0,0,0
Solyc00g028520.2.1,0,0,0,0,0,0,0,0,0
Solyc00g028530.2.1,0,0,0,0,0,0,0,0,0
Solyc00g028540.2.1,0,0,0,0,0,0,0,0,0
Solyc00g028550.2.1,0,0,0,0,0,0,0,0,0
Solyc00g028560.1.1,0,0,0,0,0,0,0,0,0
Solyc00g028760.1.1,0,0,0,0,0,0,0,0,0
Solyc00g028960.1.1,0,0,0,0,0,0,0,0,0
Solyc00g029060.1.1,0,0,0,0,0,0,0,0,0
Solyc00g029070.2.1,0,0,0,0,0,0,0,0,0
Solyc00g029080.1.1,0,0,0,0,0,0,0,0,0
Solyc00g029090.1.1,0,0,0,0,0,0,0,0,0
Solyc00g029190.3.1,0,0,0,0,0,0,0,0,0
Solyc00g029290.1.1,0,0,0,0,0,0,0,0,0
Solyc00g029300.2.1,0,0,0,0,0,0,0,0,0
Solyc00g029500.1.1,0,0,0,0,0,0,0,0,0
Solyc00g030000.1.1,0,0,0,0,0,0,0,0,0
Solyc00g030100.1.1,0,0,0,0,0,0,0,0,0
Solyc00g030105.1.1,0,0,0,0,0,0,0,0,0
Solyc00g030110.2.1,0,0,0,0,0,0,0,0,0
Solyc00g030210.2.1,0,0,0,0,0,0,0,0,0
Solyc00g030215.1.1,0,0,0,0,0,0,0,0,0
Solyc00g030510.3.1,0,0,0,0,0,0,0,0,0
Solyc00g030520.3.1,16.16599545,0.934891409,9.474889082,3.005668092,8.268171383,52.06454868,9.962382306,0,13.07453457
Solyc00g030820.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031020.2.1,0,0,0,0,0,0,0,0,0
Solyc00g031030.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031040.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031050.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031060.2.1,0,0,0,0,0,0,0,0,0
Solyc00g031360.2.1,0,0,0,0,0,0,0,0,0
Solyc00g031370.2.1,0,0,0,0,0,0,0,0,0
Solyc00g031380.2.1,0,0,0,0,0,0,0,0,0
Solyc00g031383.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031387.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031390.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031490.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031500.1.1,0,0,0,0,0,0,0,0,0
Solyc00g031700.2.1,0,0,0,0,0,0,0,0,0
Solyc00g031710.2.1,0,0,0,0,0,0,0,0,0
Solyc00g031720.2.1,0,0,0,0,0,0,0,0,0
Solyc00g031730.1.1,0,0,0,0,0,0,0,0,0
Solyc00g032030.2.1,0,0,0,0,0,0,0,0,0
Solyc00g032035.1.1,0,0,0,0,0,0,0,0,0
Solyc00g032940.1.1,0,0,0,0,0,0,0,0,0
Solyc00g032943.1.1,0,0,0.129862728,1.202837764,0.073712511,0,0,0.433575267,0.543665507
